id,name,distance_ly,constellation,ra_deg,dec_deg,spectral_class,mass_msun,app_mag,abs_mag,parallax_mas,iau_name
wise-j0410-1502,WISE J0410+1502,21.56,Taurus,62.595,15.046388888888888,Y0,0.005,,,151.3,
wise-j0521-1025,WISE J0521+1025,21.71,Orion,80.36,10.424166666666666,T7.5,0.03,,,150.2,
gliese-3737,Gliese 3737,21.7324,Centaurus,189.70458333333332,-38.38138888888889,M4.5V:,0.18,12.74,,150.0781,
gliese-408,Gliese 408,22.0081,Leo,165.01791666666665,22.833055555555557,M3.0V,0.406,10.02,,148.1986,
gliese-829-a,Gliese 829 A,22.1129,Pegasus,322.40333333333336,17.643333333333334,M3V,0.27,10.30,,147.4958,
gliese-829-b,Gliese 829 B,22.1129,Pegasus,322.40333333333336,17.643333333333334,M,0.27,10.30,,147.4958,
wise-1928-2356,WISE 1928+2356,22.28,Vulpecula,292.17291666666665,23.933888888888887,T6,0.015,,,146.4067,
wise-j0254-0223,WISE J0254+0223,22.32,Cetus,43.54,2.399722222222222,T8,,,,146.1,
cwise-j1055-5443,CWISE J1055+5443,22.5,Ursa Major,163.80041666666665,54.724444444444444,Y0 (pec),0.005,,,145,
ee-leonis,EE Leonis,22.7225,Leo,162.7166666666667,6.808111111111111,M5.0V,0.255,11.68,,143.5391,
gliese-393,Gliese 393,22.9534,Sextans,157.23166666666665,0.8411111111111111,M2.5V,0.41,9.65,,142.0951,
gliese-809,Gliese 809,22.96,Cepheus,313.33250000000004,62.154444444444444,M2.0V,0.614,8.60,,142.0543,
2mass-j2146-3813,2MASS J2146+3813,22.9858,Cygnus,326.5920833333333,38.21805555555556,M5V,0.17,,0.8,141.8946,
gliese-3877,Gliese 3877,23.003,Hydra,224.15958333333336,-28.163055555555555,M7.0V,0.08,17.14,,141.7891,
wise-2056-1459,WISE 2056+1459,23.16,Delphinus,314.12041666666664,14.998333333333333,Y0,0.019,,,140.8,
l230-188,L 230-188,23.1816,Dorado,62.61708333333334,-53.602222222222224,M4.5,0.2,13.58,14.3,140.6961,
wise-0049-2151,WISE 0049+2151,23.23,Andromeda,12.440000000000001,21.855555555555558,T8.5,0.02,,,140.4,
gliese-1286,Gliese 1286,23.4074,Pisces,353.79375,-2.3891666666666667,M5.5V,0.12,14.69,,139.3389,
2mass-0835-0819,2MASS 0835-0819,23.581,Hydra,128.9275,-8.323333333333332,L5,0.059,,,138.3147,
gliese-4274,Gliese 4274,23.5955,Aquarius,335.77916666666664,-17.607222222222223,M4.5Ve,0.17,13.30,,138.228,
wise-0607-2429,WISE 0607+2429,23.624,Gemini,91.91125,24.498333333333335,L8,0.05,14.22 ± 0.03 (J),,138.0616,
wise-0313-7807,WISE 0313+7807,24.05,Cepheus,48.358333333333334,78.12888888888888,T8.5,,,,135.6,
2mass-1507-1627,2MASS 1507-1627,24.169,Libra,226.94875,-16.558055555555555,L5.5,,22.14,,134.9474,
96-g-piscium,96 G. Piscium,24.25,Pisces,12.095833333333333,5.280555555555556,K2.5V,0.76,5.75,,134.4948,
beta-hydri,Beta Hydri,24.327,Hydrus,6.437916666666667,-77.25416666666666,G2IV,1.08,2.79,,134.07,
wise-j2000-3629,WISE J2000+3629,24.45,Cygnus,300.20916666666665,36.49722222222222,T8,0.04,,,133.4,
107-piscium,107 Piscium,24.805,Pisces,25.624166666666667,20.26861111111111,K1V,0.89,5.24,,131.4903,
g-141-36,G 141-36,24.8445,Aquila,282.0729166666667,7.689166666666667,M6V,0.13,,,131.279,
gliese-514,Gliese 514,24.8782,Virgo,202.49916666666664,10.377222222222223,M1.0V,0.51,9.02,,131.1013,
wise-1738-2732,WISE 1738+2732,24.92,Hercules,264.6479166666667,27.549722222222226,Y0,0.019,,,130.9,
gliese-4053,Gliese 4053,24.9254,Draco,274.73833333333334,66.19250000000001,M4.5V,0.16,13.46,,130.8531,
wise-j2354-0240,WISE J2354+0240,24.97,Pisces,358.51166666666666,2.6705555555555556,Y1,,,,130.6,
2mass-j0136-0933,2MASS J0136+0933,20,,24.241287500000002,9.563070555555557,T2,0.02,,,163.448,
wisep-j1503-2525,WISEP J1503+2525,20.9,,225.83215416666667,25.424644444444446,T6,0.017,,,155.776,
2mass-j0937-2931,2MASS J0937+2931,21.1,,144.39533333333333,29.528055555555554,T5.5 V,0.03,,,154.921,
wise-j0313-7807,WISE J0313+7807,21.3,,48.35810000000001,78.1289861111111,T8.5,0.025,,,153,
wisea-j08250737-2805482,WISEA J082507.37+280548.2,23.5,,126.28065833333332,28.096821944444443,Y0.5,0.005,,,139.02,
gaia-edr3-3426333598021539840,Gaia EDR3 3426333598021539840,23.6,,91.91029999999999,24.49769416666667,,0.02,,,138.062,
gaiadr24733794485572154752,Gaia DR2 4733794485572154752,23.7,,48.070775000000005,-55.229303055555555,,,,,137.6,
2mass-j1507-1627,2MASS J1507-1627,24.2,,226.94797916666667,-16.465125,L5,0.065,22.1,22.8,134.947,
gliese-831-a,Gliese 831 A,24.3,,,,M4.5 V,0.22,,,134.08,
eq-pegasi-a,EQ Pegasi A,20.428,Pegasus,352.9701583333333,19.93699277777778,M3.5,0.436,10.2,11.2,159.663,
eq-pegasi-b,EQ Pegasi B,20.428,Pegasus,352.9701583333333,19.93699277777778,M4.0Ve,0.171,12.4,1,159.663,
gliese-338-a,Gliese 338 A,20.657,Ursa Major,138.583575,52.684080277777774,K7V,0.69,7.64,1,157.888,
gliese-338-b,Gliese 338 B,20.657,Ursa Major,138.583575,52.684080277777774,M0V,0.64,7.70,,157.888,
v1054-ophiuchi-a,V1054 Ophiuchi A,21.05,Ophiuchus,253.88333333333338,-8.39465361111111,M3V,0.416,9,10,161.41,
v1054-ophiuchi-ba,V1054 Ophiuchi Ba,21.05,Ophiuchus,253.88333333333338,-8.39465361111111,M4 Ve,0.347,10.34,10,161.41,
v1054-ophiuchi-bb,V1054 Ophiuchi Bb,21.05,Ophiuchus,253.88333333333338,-8.39465361111111,M4 Ve,0.314,10.84,10,161.41,
v1054-ophiuchi-c,V1054 Ophiuchi C,21.05,Ophiuchus,253.88333333333338,-8.39465361111111,M7.0 V,0.08,16.9,17.8,161.41,vB 8
v1054-ophiuchi-d,Gliese 643,21.05,Ophiuchus,253.88333333333338,-8.39465361111111,M3.5 V,0.19,11.8,12.7,161.41,V1054 Ophiuchi D
xi-bootis-a,Xi Bootis A,22.027,Boötes,222.84806666666665,19.100269722222222,G8Ve,0.881,4.7,5.5,148.069,
xi-bootis-b,Xi Bootis B,22.027,Boötes,222.84806666666665,19.100269722222222,K4Ve,0.7,6.8,7.7,148.069,
gliese-299-a,Gliese 299 A,22.079,Cancer,122.99472083333335,8.75040138888889,M4.5Ve,0.155,12.8,13.7,147.722,
gliese-299-b,Gliese 299 B,22.079,Cancer,122.99472083333335,8.75040138888889,,0.0286,,,147.722,
gliese-3522-a,Gliese 3522 A,22.088,Cancer,134.73467083333333,8.473907777777779,M3.5 V,0.2,11,11.8,147.66,
gliese-3522-b,GJ 3522 B,22.088,Cancer,134.73467083333333,8.473907777777779,M3.5 V,0.17,10.92,,147.66,
gliese-3522-c,GJ 3522 C,22.088,Cancer,134.73467083333333,8.473907777777779,M3.5 V,0.15,10.92,,147.66,
scholzs-star,Scholzs Star,22.17,Monoceros,110.01355833333332,-8.78052888888889,M9.5,0.095,,,166,
scholzs-star-b,Scholz's Star B,22.17,Monoceros,110.01355833333332,-8.78052888888889,T5.5,0.063,,,166,
gliese-3192-a,Gliese 3192 A,22.387,Eridanus,45.46245833333334,-16.594532777777776,M3,0.256,10.5,11.3,145.692,
gliese-3192-b,Gliese 3192 B,22.387,Eridanus,45.46245833333334,-16.594532777777776,M3V,0.25,10.6,11.3,145.692,
gliese-3192-c,Gliese 3192 C,22.387,Eridanus,45.46245833333334,-16.594532777777776,M,0.161,11.37,,145.692,
gliese-880-a,Gliese 880 A,22.397,Pegasus,344.1402458333333,16.552169444444445,M1.5Ve,0.586,8.6,9.4,145.623,
gliese-880-b,Gliese 880 B,22.397,Pegasus,344.1402458333333,16.552169444444445,M,0.2,,,145.623,
gliese-105-a,Gliese 105 A,23.576,Cetus,39.0283875,6.893339166666666,K3V,0.74,5.82,,138.34,
gliese-105-b,Gliese 105 B,23.576,Cetus,39.0283875,6.893339166666666,M3.5V,0.246,11.66,,138.34,
gliese-105-c,Gliese 105 C,23.576,Cetus,39.0283875,6.893339166666666,M4V,0.08,16.9,,138.34,
gliese-667-a,Gliese 667 A,23.623,Scorpius,259.7512541666667,-34.997795,K3V,0.73,5.9,6.6,138.066,
gliese-667-b,Gliese 667 B,23.623,Scorpius,259.7512541666667,-34.997795,K5V,0.69,7.2,8,138.066,
gliese-667-c,Gliese 667 C,23.623,Scorpius,259.7512541666667,-34.997795,M1.5V,0.33,10.2,10.9,138.066,
gliese-3991-a,Gliese 3991 A,24.784,Hercules,257.38349166666666,43.68010583333333,M3.5V,0.2,13.7,14.3,131.6,
gliese-3991-b,GJ 3991 B,24.784,Hercules,257.38349166666666,43.68010583333333,D12,0.5,,,131.6,
gaia-dr2-6702242043883732864,Gaia DR2 6702242043883732864,24.565,,274.5263208333334,-51.41119916666666,,0.09,,,132.77,
gaia-dr2-6702242043883732864-b,Gaia DR2 6702242043877655936,24.565,,274.5263208333334,-51.41119916666666,,0.09,,,132.77,
lhs-6167,LHS 6167,24.178,,138.90178749999998,-10.596391666666667,M5V,0.13,13.8,14.5,134.9,
lhs-6167-b,LHS 6167,24.178,,138.90178749999998,-10.596391666666667,M5V,0.1,13.8,14.5,134.9,
hu-delphini-a,HU Delphini A,24.374,Delphinus,307.45143333333334,9.688958333333334,M4.5V,0.237,,,133.811,
hu-delphini-b,HU Delphini B,24.374,Delphinus,307.45143333333334,9.688958333333334,M3V,0.114,,,133.811,
